Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Converted
5,67.2611,0,0.0,21,723.9001,0.028204,0.049185,44.668543,0.8,Oct,6,2,5,16,Returning_Visitor,False,1
3,67.8684,0,0.0,14,895.835,0.052398,0.107948,0.0,0.0,May,2,4,1,5,Returning_Visitor,False,0
2,88.78,0,0.0,11,646.9264,0.038913,0.058023,5.703339,0.0,Nov,4,2,1,4,Returning_Visitor,False,0
1,13.5506,0,0.0,6,165.6982,0.060092,0.117821,0.0,0.0,May,2,1,5,8,Returning_Visitor,False,0
1,101.931,0,0.0,15,429.6316,0.048166,0.078006,0.0,0.0,May,1,2,6,14,Returning_Visitor,False,0
3,44.8717,0,0.0,24,262.1277,0.030105,0.032902,0.0,0.0,Nov,2,1,2,12,Returning_Visitor,False,0
2,67.9151,1,8.584,9,977.8239,0.046337,0.077685,0.0,0.0,Mar,1,2,3,2,Returning_Visitor,True,0
0,0.0,1,13.0358,13,237.8729,0.033799,0.081073,0.0,0.0,Mar,2,2,3,3,New_Visitor,False,0
1,10.2935,1,17.0379,9,343.2235,0.051878,0.083258,0.0,0.0,May,1,2,5,19,Returning_Visitor,False,0
1,13.6252,0,0.0,8,215.1082,0.021683,0.057305,0.0,0.0,Jul,1,5,1,5,Returning_Visitor,False,0
2,46.1111,0,0.0,14,665.0839,0.011744,0.044772,0.0,0.0,Feb,1,2,1,2,Returning_Visitor,False,0
2,43.8286,0,0.0,16,517.4414,0.009439,0.0758,0.0,0.0,Jul,2,2,5,6,Returning_Visitor,False,0
7,306.5079,1,14.3076,20,692.7943,0.022281,0.061702,5.244595,0.0,May,4,2,8,2,Returning_Visitor,False,0
1,9.2838,1,22.6878,10,259.1308,0.053787,0.081821,0.0,0.0,Aug,3,10,8,11,Returning_Visitor,False,0
3,35.1123,1,30.5032,25,177.3192,0.019844,0.069286,10.408953,0.0,Nov,1,2,6,2,Returning_Visitor,False,0
2,26.2991,0,0.0,21,189.0452,0.0,0.055549,2.133398,0.0,May,3,1,7,1,Returning_Visitor,False,0
0,0.0,0,0.0,8,462.6971,0.025805,0.087707,0.0,0.0,June,1,1,1,10,New_Visitor,True,0
1,11.6264,1,21.6556,12,91.9919,0.006437,0.069871,2.814973,0.0,May,1,1,1,14,Returning_Visitor,False,0
2,24.2135,0,0.0,11,514.9495,0.041036,0.086433,0.0,0.0,Mar,3,1,1,12,Returning_Visitor,False,0
3,64.6702,2,72.2563,28,160.4188,0.004851,0.016912,2.666206,0.0,Nov,1,4,3,5,Returning_Visitor,False,0
0,0.0,1,8.1077,4,97.1855,0.03159,0.077959,0.0,0.0,Nov,1,1,3,4,Returning_Visitor,False,0
2,20.8412,0,0.0,36,760.6137,0.0,0.023899,7.525796,0.0,Nov,1,1,8,11,Returning_Visitor,False,0
3,28.3954,0,0.0,48,408.7342,0.0,0.017503,1.626218,0.0,Dec,2,2,1,16,New_Visitor,False,0
0,0.0,0,0.0,10,333.6282,0.048037,0.041043,0.0,0.0,May,2,1,1,10,Returning_Visitor,False,0
0,0.0,0,0.0,9,303.4416,0.016848,0.101069,0.0,0.2,Sep,3,1,1,3,New_Visitor,False,0
0,0.0,0,0.0,14,167.7235,0.019317,0.061523,0.0,0.0,Mar,1,2,1,9,Returning_Visitor,True,0
0,0.0,0,0.0,28,412.9304,0.019645,0.037197,6.899337,0.0,Dec,1,1,2,19,Returning_Visitor,False,0
0,0.0,0,0.0,11,248.3658,0.031188,0.074677,0.0,0.0,Jul,2,1,2,20,Returning_Visitor,False,0
0,0.0,0,0.0,4,169.2724,0.030306,0.131269,0.0,0.0,May,4,3,1,9,New_Visitor,False,0
4,98.4432,1,62.1537,45,4123.0066,0.0,0.028428,12.483075,0.0,Nov,3,8,3,20,Returning_Visitor,False,1
2,27.7503,0,0.0,10,559.8706,0.008978,0.04393,0.0,0.0,Jul,1,1,1,11,Returning_Visitor,False,0
5,75.612,0,0.0,18,1973.5934,0.029509,0.045575,0.0,0.0,Dec,1,2,1,15,Returning_Visitor,False,0
3,29.1075,0,0.0,24,988.1542,0.0,0.048998,0.0,0.0,Nov,1,1,2,16,Returning_Visitor,False,0
1,6.0273,0,0.0,9,254.1025,0.01711,0.027152,0.0,0.0,Nov,4,1,7,11,Returning_Visitor,False,0
4,73.0625,0,0.0,12,232.2615,0.041793,0.059782,0.0,0.0,June,7,1,7,17,Returning_Visitor,True,0
2,69.1363,0,0.0,15,653.0035,0.024671,0.069749,0.0,0.0,June,1,3,1,20,Returning_Visitor,False,0
4,76.0075,0,0.0,27,1103.7611,0.0,0.02772,0.0,0.0,Nov,2,1,1,16,Returning_Visitor,False,0
4,89.2683,3,23.2602,14,402.3982,0.014746,0.027729,0.0,0.0,Mar,1,1,4,10,Returning_Visitor,False,0
1,6.9145,0,0.0,6,225.5994,0.036074,0.101079,8.678474,0.0,Mar,1,2,7,7,Returning_Visitor,False,0
0,0.0,1,16.238,14,376.6242,0.0,0.027551,0.0,0.0,Dec,2,4,3,4,Returning_Visitor,True,0
1,11.9412,0,0.0,22,392.1101,0.012041,0.042903,3.658727,0.0,Nov,3,1,3,15,Returning_Visitor,False,0
1,7.3649,0,0.0,24,213.0207,0.025589,0.038626,6.597316,0.0,Dec,2,1,3,14,Returning_Visitor,False,0
2,68.0934,2,35.6764,14,705.0133,0.013813,0.077109,11.344277,0.0,Mar,2,1,4,2,New_Visitor,False,0
4,150.9892,0,0.0,47,1127.4175,0.0,0.001158,33.441111,0.0,May,3,12,7,14,Returning_Visitor,False,1
0,0.0,0,0.0,12,776.5455,0.033437,0.051049,0.0,0.0,Nov,2,10,4,13,Returning_Visitor,True,0
1,3.8109,1,51.6689,21,381.2503,0.032025,0.046644,25.88724,0.0,Mar,3,3,1,12,Returning_Visitor,False,1
0,0.0,0,0.0,14,1426.1478,0.017017,0.061958,0.0,0.0,May,1,1,7,8,Returning_Visitor,False,0
0,0.0,1,41.1884,24,902.033,0.005605,0.027949,73.946543,0.0,May,1,1,2,16,Returning_Visitor,False,1
4,49.4567,0,0.0,8,251.8667,0.038944,0.104818,0.0,0.0,Nov,2,1,1,1,Returning_Visitor,False,0
1,10.9526,0,0.0,42,1388.8709,0.0,0.0,189.24296,0.0,June,5,1,3,5,Returning_Visitor,True,1
1,85.7144,0,0.0,20,243.3388,0.019282,0.049318,7.463313,0.0,May,1,1,7,16,Returning_Visitor,True,0
2,12.9325,0,0.0,12,428.4534,0.033427,0.063583,15.896339,0.0,June,3,1,4,16,Returning_Visitor,False,0
0,0.0,1,12.0322,10,261.5077,0.020377,0.036646,7.971861,0.0,Mar,2,9,1,18,Returning_Visitor,False,0
1,16.2014,0,0.0,12,477.8941,0.022739,0.082676,0.0,0.0,Oct,3,2,3,20,Returning_Visitor,True,0
2,25.3518,0,0.0,13,884.5271,0.03826,0.076687,0.0,0.0,Aug,1,1,5,3,Returning_Visitor,True,0
1,7.8255,0,0.0,16,264.3799,0.017228,0.069445,0.0,0.0,Aug,2,1,2,4,Returning_Visitor,False,0
1,50.6484,0,0.0,14,292.2234,0.016189,0.045256,0.0,0.0,May,2,9,1,4,Returning_Visitor,False,0
0,0.0,1,13.2084,25,675.5256,0.016297,0.046121,0.0,0.0,May,1,3,8,11,New_Visitor,True,0
4,63.6495,1,17.1641,51,541.32,0.0,0.024479,63.734536,0.2,Mar,1,1,1,3,Returning_Visitor,False,1
2,55.0855,0,0.0,14,389.5217,0.012674,0.032312,0.0,0.8,Dec,2,4,1,20,New_Visitor,False,0
2,30.7686,0,0.0,6,180.2711,0.016401,0.089187,0.0,0.0,May,1,2,4,20,Returning_Visitor,False,0
4,50.0906,0,0.0,16,681.329,0.026961,0.0539,4.239015,0.0,May,6,3,2,18,Returning_Visitor,True,0
1,45.838,0,0.0,14,535.5184,0.005423,0.055634,10.73036,0.0,May,3,2,7,2,Returning_Visitor,False,1
2,40.6022,1,35.5947,28,1022.5864,0.0,0.020705,5.385672,0.0,Dec,1,2,6,10,Returning_Visitor,True,0
3,90.0621,0,0.0,15,553.3842,0.024535,0.063226,0.0,0.0,Nov,1,1,3,14,Returning_Visitor,False,0
2,78.4629,1,24.5084,13,443.8675,0.027757,0.05926,0.0,0.6,Mar,1,2,2,7,Returning_Visitor,False,0
0,0.0,0,0.0,10,615.0359,0.030517,0.085565,16.690624,0.0,Aug,3,1,6,1,New_Visitor,True,0
1,6.6287,0,0.0,7,421.2488,0.024759,0.082812,0.0,0.0,May,2,1,5,7,Returning_Visitor,True,0
1,15.1185,0,0.0,7,249.8026,0.034281,0.060862,0.0,0.0,Nov,1,1,4,13,Returning_Visitor,True,0
2,10.4622,0,0.0,19,1446.6035,0.017484,0.070711,0.0,0.0,Dec,1,2,4,8,Returning_Visitor,True,0
0,0.0,1,8.012,8,235.1286,0.040409,0.081591,1.755284,0.0,Oct,2,1,7,20,Returning_Visitor,False,0
2,27.0889,0,0.0,10,325.7713,0.006972,0.065338,0.0,0.0,Nov,1,1,1,17,Returning_Visitor,False,0
5,79.2283,1,13.4216,22,1814.1471,0.012447,0.039016,83.284788,0.0,May,1,1,1,4,Returning_Visitor,False,1
2,36.0582,2,99.0276,10,212.9903,0.026207,0.036423,0.0,0.0,May,4,2,2,18,Returning_Visitor,True,0
3,35.4701,3,25.6768,36,1767.9771,0.013486,0.042368,21.492175,0.0,Sep,7,2,2,14,Returning_Visitor,False,1
1,9.238,1,14.252,19,720.8816,0.017746,0.070372,4.250374,0.0,Oct,3,1,1,7,Returning_Visitor,False,0
1,24.5853,1,45.601,6,430.4651,0.045401,0.062465,0.0,0.0,May,1,2,4,15,New_Visitor,False,0
3,62.1635,0,0.0,10,196.9373,0.04284,0.07077,0.0,0.0,May,6,1,2,20,Returning_Visitor,False,0
1,36.1954,1,9.6159,19,1694.6148,0.033673,0.056782,5.937182,0.0,Mar,2,6,1,7,Returning_Visitor,False,0
0,0.0,1,28.9286,25,760.9979,0.00302,0.049762,16.071092,0.0,May,1,1,6,6,New_Visitor,True,0
1,48.4834,0,0.0,32,634.0714,0.011216,0.019924,110.103647,0.0,Nov,3,2,3,18,Returning_Visitor,True,0
2,19.9593,1,15.6065,51,1939.2333,0.0,0.008121,20.795701,0.0,Mar,1,8,2,12,Returning_Visitor,False,1
2,44.3184,1,19.946,30,602.7085,0.031411,0.055482,7.477696,0.0,Nov,1,1,6,14,Returning_Visitor,False,0
2,63.9404,0,0.0,17,528.7613,0.011401,0.075565,0.0,0.0,May,3,2,2,20,Returning_Visitor,False,0
2,23.2927,0,0.0,18,664.6417,0.038129,0.062552,0.0,0.0,Sep,1,1,2,5,New_Visitor,False,0
1,5.2275,1,17.0238,8,91.3136,0.036779,0.082202,0.0,0.0,Nov,2,8,4,16,Returning_Visitor,False,0
2,43.3524,1,7.169,32,3066.615,0.006609,0.026331,25.624946,0.0,Nov,2,1,8,3,Returning_Visitor,True,1
4,137.7149,0,0.0,8,188.8153,0.029116,0.091302,0.0,0.8,Nov,8,1,4,5,New_Visitor,True,0
0,0.0,0,0.0,8,458.578,0.031642,0.076081,0.0,0.2,May,1,1,7,17,Returning_Visitor,False,0
2,43.2345,0,0.0,8,1005.8828,0.014369,0.059875,0.0,0.0,May,1,12,9,8,New_Visitor,True,0
0,0.0,1,43.6565,10,839.1706,0.037401,0.084551,0.0,0.0,Oct,2,1,6,1,Returning_Visitor,False,0
2,12.2249,1,39.336,26,478.7605,0.0,0.034094,4.84677,0.0,Nov,2,7,4,7,Returning_Visitor,False,0
3,70.7362,1,13.3755,25,719.2392,0.034553,0.05094,18.274728,0.0,Nov,2,6,3,18,Returning_Visitor,False,0
1,45.3256,0,0.0,20,279.2412,0.021207,0.023854,6.396568,0.0,Oct,4,4,2,9,Returning_Visitor,False,0
5,66.6205,0,0.0,25,765.7335,0.006678,0.061805,1.769936,0.0,May,3,1,4,2,Returning_Visitor,True,0
2,51.5937,1,26.0085,17,1026.2543,0.010052,0.050704,1.258861,0.0,May,4,2,2,14,Returning_Visitor,False,0
4,140.9995,1,3.8571,16,538.4276,0.033418,0.039914,14.221991,0.0,Dec,1,1,3,18,Returning_Visitor,True,0
3,125.3041,2,70.984,21,565.293,0.000694,0.04016,3.25571,0.0,June,3,2,5,13,Returning_Visitor,True,0
3,46.2784,0,0.0,16,852.8874,0.009073,0.049006,0.0,0.0,Nov,7,1,6,6,Returning_Visitor,False,0
2,76.4978,0,0.0,39,1625.9233,0.0,0.019196,15.980155,0.0,Jul,1,10,1,9,Returning_Visitor,False,1
3,15.432,1,5.4911,37,706.4631,0.017524,0.030153,0.0,0.0,Nov,2,1,3,17,Returning_Visitor,False,0
0,0.0,0,0.0,15,308.1802,0.028477,0.051368,13.165921,0.0,Nov,2,4,9,4,New_Visitor,False,0
2,30.9741,1,31.4918,28,1584.8675,0.0,0.011578,54.18244,0.0,May,2,1,7,20,Returning_Visitor,False,1
5,59.0304,0,0.0,33,1224.8064,0.0,0.024217,30.090299,0.0,Nov,2,3,1,6,New_Visitor,True,1
1,11.7766,0,0.0,60,1003.5124,0.0,0.0,114.032744,0.0,May,4,3,6,6,Returning_Visitor,False,1
4,133.2352,1,17.6423,32,791.7832,0.007499,0.033705,2.133788,0.0,May,1,1,7,18,Returning_Visitor,False,0
4,78.5566,1,64.916,16,296.2257,0.024406,0.079524,52.239849,0.0,Nov,7,2,1,17,Returning_Visitor,False,0
0,0.0,0,0.0,7,119.814,0.039924,0.069974,0.0,0.0,May,4,1,8,7,Returning_Visitor,False,0
0,0.0,1,78.1286,13,795.8309,0.020667,0.064498,0.0,0.0,May,1,1,2,16,Returning_Visitor,False,0
2,10.5403,3,23.6796,30,671.237,0.000763,0.021455,0.0,0.0,Sep,1,2,5,1,Returning_Visitor,False,0
2,20.4535,0,0.0,83,1638.6678,0.0,0.0,70.899829,0.0,Dec,3,2,1,16,Other,True,1
2,77.0648,1,13.6123,20,532.217,0.029937,0.044022,6.300545,0.0,Mar,1,2,1,18,New_Visitor,False,0
0,0.0,0,0.0,20,911.1946,0.003221,0.034395,0.0,0.0,Oct,2,4,2,7,Returning_Visitor,False,0
3,109.5469,0,0.0,29,492.3555,0.023817,0.022934,36.12514,0.0,June,2,2,1,6,Returning_Visitor,False,0
3,54.7742,2,71.251,26,809.0353,0.016068,0.024462,3.176165,0.0,May,7,1,3,17,Returning_Visitor,False,0
3,37.0024,0,0.0,30,1780.647,0.0,0.045588,28.98751,0.0,Oct,1,10,1,13,Returning_Visitor,False,0
1,43.9898,2,22.1635,11,217.8971,0.048176,0.087643,0.0,0.0,June,3,9,1,19,Returning_Visitor,False,0
2,9.3242,1,6.7259,15,763.9227,0.020987,0.026599,4.751088,0.0,Nov,6,1,4,1,Returning_Visitor,False,0
3,39.7516,0,0.0,18,1552.9777,0.006947,0.048283,3.021196,0.0,Oct,2,10,3,1,Returning_Visitor,False,0
3,19.7247,0,0.0,14,507.7347,0.035818,0.052186,8.524966,0.0,Dec,1,11,1,1,Returning_Visitor,True,0
2,74.2213,0,0.0,8,300.0454,0.050994,0.055124,0.0,0.0,Nov,1,3,1,17,New_Visitor,False,0
2,15.8058,0,0.0,3,65.2325,0.036483,0.096178,0.0,0.0,Mar,1,3,2,2,Returning_Visitor,False,0
1,23.6775,0,0.0,10,347.0162,0.037508,0.073848,0.0,0.0,Nov,1,1,2,2,New_Visitor,False,0
2,27.2773,0,0.0,30,1203.3374,0.0,0.008027,16.226849,0.0,Sep,1,1,7,6,Returning_Visitor,True,0
2,49.7787,2,44.4869,44,1525.5302,0.0,0.01532,32.476836,0.8,Mar,2,1,5,5,Returning_Visitor,False,1
2,80.9364,0,0.0,7,64.7904,0.043264,0.069488,0.0,0.0,Aug,2,1,1,14,New_Visitor,False,0
4,68.7434,0,0.0,27,1310.4293,0.017118,0.022734,6.200651,0.0,Nov,1,3,8,8,Returning_Visitor,True,0
0,0.0,0,0.0,6,635.1788,0.069894,0.116826,0.0,0.0,Mar,2,1,7,6,Returning_Visitor,False,0
0,0.0,0,0.0,17,149.5342,0.028852,0.070773,0.0,0.0,May,3,1,6,20,Returning_Visitor,False,0
2,35.7548,1,25.5696,22,175.3986,0.009871,0.042219,0.0,0.0,June,2,1,5,14,Returning_Visitor,False,0
2,44.3849,0,0.0,30,548.0108,0.005204,0.027809,16.855242,0.6,May,3,1,5,15,Returning_Visitor,False,0
3,304.572,0,0.0,20,797.9451,0.006857,0.051022,0.0,0.2,Nov,1,5,2,14,Returning_Visitor,True,0
1,22.9492,0,0.0,21,451.0743,0.004858,0.06893,0.0,0.0,Mar,1,4,1,20,Returning_Visitor,False,0
2,51.1276,1,5.3893,20,381.4143,0.013597,0.054668,6.10474,0.0,Nov,2,1,3,18,Returning_Visitor,True,0
2,18.9962,1,19.194,9,292.2648,0.027167,0.069585,3.647667,0.0,Nov,5,2,5,8,Returning_Visitor,False,0
1,15.2043,0,0.0,31,532.562,0.003785,0.03667,73.903211,0.0,May,2,2,2,9,Returning_Visitor,True,1
3,60.609,0,0.0,16,884.0861,0.017696,0.061931,0.0,0.0,June,1,2,2,15,Returning_Visitor,False,0
1,68.9597,0,0.0,11,274.0442,0.049867,0.079653,0.0,0.0,Mar,1,1,1,11,Other,False,0
1,15.4515,2,20.4737,18,1432.8001,0.020874,0.066208,16.870704,0.0,Mar,2,1,5,14,Returning_Visitor,False,1
2,74.6279,2,41.0694,33,1268.9564,0.011869,0.018904,2.263369,0.0,June,6,1,4,14,Returning_Visitor,True,0
0,0.0,0,0.0,10,266.2433,0.0183,0.075352,0.0,0.0,May,3,2,3,1,Returning_Visitor,False,0
0,0.0,0,0.0,8,279.179,0.028526,0.083282,0.0,0.0,Nov,2,2,2,8,New_Visitor,False,0
2,21.0141,2,44.6478,7,57.8963,0.042135,0.079797,0.0,0.0,Aug,1,2,3,2,Returning_Visitor,True,0
5,77.625,1,28.4965,62,1317.0249,0.0,0.029013,16.066824,0.0,Mar,1,2,1,14,Returning_Visitor,False,1
4,30.4412,2,68.3711,19,442.1968,0.007024,0.058936,0.0,0.0,May,3,2,1,1,New_Visitor,True,0
1,8.6777,1,13.7413,13,889.1724,0.016462,0.061289,0.0,0.0,Nov,1,2,1,18,Returning_Visitor,False,0
0,0.0,2,62.9465,15,274.5568,0.018716,0.06611,0.0,0.0,May,1,1,1,10,Other,False,0
2,24.8364,1,30.4924,17,1087.9278,0.020774,0.051933,3.058921,0.0,Oct,1,2,1,10,Returning_Visitor,True,0
3,80.7915,2,46.8659,21,782.5276,0.031691,0.072556,32.113802,0.6,Mar,5,1,1,12,Returning_Visitor,False,1
1,19.0601,1,21.2079,8,193.0742,0.028588,0.062952,0.0,0.0,Dec,1,1,7,9,New_Visitor,True,0
2,21.5697,0,0.0,8,218.2074,0.034719,0.103516,4.521807,0.0,May,1,4,1,1,New_Visitor,False,0
2,43.9832,0,0.0,19,1114.3186,0.021482,0.074305,0.0,0.0,May,1,3,6,17,Returning_Visitor,False,0
3,36.2725,0,0.0,14,330.0618,0.031618,0.059924,5.740528,0.0,Jul,3,3,3,5,Returning_Visitor,False,0
0,0.0,0,0.0,28,2494.1812,0.011561,0.017289,13.194215,0.0,May,2,1,1,13,Returning_Visitor,False,0
2,15.7507,1,24.2945,15,495.6339,0.025019,0.045997,38.458886,0.0,Oct,3,3,2,16,Returning_Visitor,True,0
2,95.1891,0,0.0,19,281.3804,0.021485,0.041228,44.02771,0.4,Feb,3,1,4,3,Returning_Visitor,False,1
2,112.3679,0,0.0,8,468.1073,0.056491,0.097072,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,True,0
5,93.6516,0,0.0,13,465.4359,0.030405,0.071811,0.0,0.0,Mar,4,1,1,1,Returning_Visitor,False,0
4,104.6347,0,0.0,26,1520.9344,0.006795,0.053123,0.0,0.0,Aug,1,2,1,14,Returning_Visitor,True,0
2,55.9969,1,21.3297,16,507.3605,0.03801,0.064468,0.0,0.0,Nov,3,1,5,20,Returning_Visitor,True,0
2,67.2545,0,0.0,42,4604.0205,0.0,0.041055,43.571818,0.0,Mar,2,1,1,10,Returning_Visitor,True,1
2,31.7793,0,0.0,19,563.9965,0.007547,0.030132,33.45161,0.0,Nov,1,1,4,16,Returning_Visitor,False,0
1,78.5411,0,0.0,33,357.0501,0.00196,0.013396,60.362033,0.0,Nov,2,2,1,2,Returning_Visitor,False,1
0,0.0,0,0.0,7,368.3361,0.040262,0.102873,0.0,0.2,Mar,2,1,3,6,Returning_Visitor,False,0
1,20.7402,3,62.8533,23,763.9467,0.003474,0.009127,8.444796,0.0,Mar,1,2,1,15,Returning_Visitor,False,0
3,167.4981,1,39.6221,7,354.8508,0.05178,0.09066,0.0,0.0,May,2,1,3,19,Returning_Visitor,False,0
1,13.3527,0,0.0,11,97.9188,0.010194,0.041805,0.0,0.0,Mar,2,2,6,17,Returning_Visitor,False,0
1,14.3798,0,0.0,18,1868.0484,0.022598,0.071531,0.0,0.0,Nov,3,1,5,3,Returning_Visitor,False,0
0,0.0,0,0.0,35,2242.4778,0.001085,0.045314,0.0,0.0,May,1,1,3,11,Returning_Visitor,True,0
1,6.7269,0,0.0,7,201.7885,0.042567,0.071073,0.0,0.0,May,1,1,1,15,Returning_Visitor,False,0
1,90.9536,0,0.0,20,426.0024,0.03048,0.040648,41.656329,0.0,Oct,2,1,5,11,Returning_Visitor,True,1
4,53.3882,0,0.0,11,228.5517,0.025542,0.053759,33.654545,0.0,May,3,5,3,6,Returning_Visitor,False,1
5,90.5203,0,0.0,24,711.2625,0.024656,0.028826,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,0
2,71.9044,0,0.0,15,728.809,0.007451,0.052075,0.0,0.0,Sep,1,4,7,13,Returning_Visitor,False,0
1,5.0687,0,0.0,23,352.8344,0.01551,0.055297,21.52625,0.0,May,5,1,3,20,Returning_Visitor,False,1
0,0.0,2,120.4972,18,1227.4892,0.003471,0.081572,0.0,0.0,June,1,1,7,2,Returning_Visitor,True,0
3,16.7211,1,28.8055,12,300.2632,0.022488,0.040363,0.0,0.0,May,3,1,2,18,Returning_Visitor,False,0
2,34.451,1,25.3795,26,567.1718,0.000892,0.019305,15.966397,0.0,Dec,4,1,2,17,Returning_Visitor,False,0
5,180.562,0,0.0,53,5794.4258,0.0,0.0,13.537243,0.0,May,1,4,2,20,Returning_Visitor,False,1
3,20.2275,0,0.0,21,705.0652,0.018627,0.063808,0.0,0.8,Nov,2,2,2,7,Returning_Visitor,False,0
2,47.1493,0,0.0,12,233.8999,0.048852,0.073591,0.0,0.0,Dec,2,2,2,15,Returning_Visitor,True,0
2,18.3105,0,0.0,6,255.0633,0.018943,0.059227,0.0,0.0,June,3,1,5,5,Returning_Visitor,False,0
1,16.0756,0,0.0,26,434.4891,0.006521,0.046528,14.891022,0.0,Oct,4,1,1,13,Returning_Visitor,False,0
1,11.1956,1,16.1573,13,845.5449,0.025873,0.07636,0.0,0.0,Jul,1,2,1,3,Returning_Visitor,True,0
1,28.5099,0,0.0,7,191.5406,0.0393,0.105162,0.0,0.0,Mar,1,2,7,18,Returning_Visitor,False,0
1,16.2273,0,0.0,12,306.033,0.017689,0.024197,17.595515,0.0,Dec,1,1,9,10,Returning_Visitor,False,0
3,61.3227,0,0.0,16,417.8101,0.004565,0.052036,0.0,0.0,May,1,2,3,19,Returning_Visitor,False,0
2,48.6432,0,0.0,11,224.4968,0.046047,0.079897,0.0,0.0,Nov,1,2,1,17,Returning_Visitor,False,0
2,38.3358,1,30.0879,14,157.2442,0.0,0.05855,0.0,0.0,Sep,5,1,1,19,New_Visitor,True,0
2,39.7295,1,13.8604,25,1039.2761,0.015999,0.03209,61.515039,0.0,Mar,1,1,3,15,Returning_Visitor,True,0
1,12.9692,0,0.0,9,243.675,0.035285,0.02773,0.714524,0.0,May,1,3,5,1,Returning_Visitor,False,0
2,66.7021,1,77.8773,33,1104.9966,0.017409,0.052865,60.370829,0.0,Mar,1,1,4,20,Returning_Visitor,True,1
1,25.2596,0,0.0,11,543.1107,0.018663,0.052472,4.498722,0.0,Mar,6,1,7,16,Returning_Visitor,False,0
3,73.8553,0,0.0,6,346.233,0.043482,0.106307,0.0,0.0,Oct,1,3,2,6,Returning_Visitor,True,0
3,23.6248,0,0.0,7,266.394,0.042527,0.094405,0.0,0.0,Mar,3,11,8,8,Returning_Visitor,False,0
1,6.7931,0,0.0,22,1085.2562,0.0,0.046335,13.665238,0.0,Dec,4,1,4,16,Returning_Visitor,True,0
0,0.0,1,41.3255,17,446.4962,0.013707,0.04036,0.0,0.0,May,3,1,5,17,Returning_Visitor,False,0
1,12.5353,1,8.0649,13,182.7297,0.028462,0.032753,42.331773,0.0,May,1,1,4,3,Returning_Visitor,False,0
0,0.0,1,14.5824,12,157.8922,0.024729,0.057448,0.0,0.0,May,2,2,1,2,Returning_Visitor,True,0
1,21.3738,0,0.0,3,153.9164,0.008215,0.066243,0.0,0.0,Mar,1,1,7,14,New_Visitor,False,0
1,7.7802,1,28.5796,21,587.5987,0.026421,0.048443,8.562435,0.0,Jul,2,4,1,11,Returning_Visitor,False,0
0,0.0,1,18.0313,9,248.9078,0.017551,0.077459,0.0,0.0,May,4,7,1,13,Returning_Visitor,False,0
3,81.2007,1,22.9148,13,538.0453,0.018206,0.057168,11.746224,0.0,Aug,2,1,7,20,Returning_Visitor,False,0
1,22.8082,1,18.7883,11,588.2856,0.044087,0.0675,81.236648,0.0,June,2,5,1,14,Returning_Visitor,True,1
4,148.8859,0,0.0,6,356.5797,0.059426,0.096495,2.062663,0.0,May,3,1,9,13,Returning_Visitor,False,0
4,109.7589,0,0.0,26,878.3803,0.021513,0.024831,0.0,0.0,May,3,1,6,3,Returning_Visitor,False,0
2,35.1029,1,18.6781,28,706.4552,0.029254,0.027763,0.0,1.0,May,6,5,4,2,Returning_Visitor,False,0
3,57.0454,3,33.3031,71,3125.2219,0.0,0.0,2.269831,0.0,May,3,1,7,19,Returning_Visitor,True,0
3,116.2941,0,0.0,14,1090.3709,0.029428,0.062496,0.0,0.0,Nov,2,1,6,20,Returning_Visitor,False,0
3,217.6906,0,0.0,48,2678.2438,0.011763,0.016132,2.903635,0.0,Feb,1,1,4,17,Returning_Visitor,False,0
3,204.2596,0,0.0,18,1794.9526,0.032537,0.053999,15.380698,0.0,May,2,1,3,6,New_Visitor,False,0
3,33.6332,1,15.1729,14,788.6328,0.030644,0.108489,0.0,0.0,June,2,5,5,17,New_Visitor,True,0
0,0.0,0,0.0,6,90.4206,0.019479,0.063108,5.214225,0.0,May,2,1,1,19,Returning_Visitor,False,0
2,58.7357,0,0.0,7,196.7959,0.04398,0.089573,0.0,0.0,Dec,2,1,4,1,New_Visitor,False,0
1,8.8241,0,0.0,11,545.9137,0.011859,0.082208,0.0,0.0,Nov,1,10,1,5,New_Visitor,False,0
0,0.0,0,0.0,12,115.5512,0.028699,0.042881,21.290375,0.0,Nov,4,1,7,5,Returning_Visitor,False,1
3,72.5155,0,0.0,17,387.1701,0.032172,0.065723,0.0,0.0,June,2,5,4,10,Returning_Visitor,False,0
4,126.9491,0,0.0,11,359.1515,0.032642,0.078771,0.0,0.0,May,4,1,1,16,Returning_Visitor,True,0
5,139.6552,1,11.5783,20,1183.0303,0.013215,0.057347,86.553586,0.0,Mar,1,2,8,3,Returning_Visitor,False,1
1,25.9129,0,0.0,11,701.2813,0.016264,0.065081,0.0,0.0,Nov,3,8,8,7,Returning_Visitor,False,0
1,26.7325,0,0.0,11,640.7983,0.034483,0.054542,4.092664,0.0,May,2,9,3,18,Returning_Visitor,False,0
2,20.0018,0,0.0,12,744.0568,0.015021,0.052932,0.0,0.0,May,2,1,1,4,Returning_Visitor,True,0
